"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ABSLFC","FC"
"ENSMUSG00000049313",265.209781974009,-0.908476862860884,0.23020526094449,-3.94637750298828,7.93424849952455e-05,0.00925778577669798,0.908476862860884,-1.87706272755685
"ENSMUSG00000024339",157.034629417564,0.654746159768969,0.167143633303163,3.91726652597887,8.95587142122714e-05,0.0102251013710312,0.654746159768969,1.57433892597421
"ENSMUSG00000022651",71.8816552128212,-0.967407443903909,0.247346396378615,-3.91114428213902,9.18598733966686e-05,0.0103762567630407,0.967407443903909,-1.95532367461188
"ENSMUSG00000036046",176.578489145915,-0.835382215472168,0.213849797217096,-3.90639704289318,9.36825325819633e-05,0.0104707487468978,0.835382215472168,-1.78432970150732
"ENSMUSG00000068587",13.9604096404453,-1.53496532299488,0.393386873744863,-3.90192308244227,9.54314848952031e-05,0.0105551198605965,1.53496532299488,-2.89781465562203
"ENSMUSG00000029313",299.039594203526,0.606543842219904,0.155558087929767,3.89914693791911,9.65321833211165e-05,0.0105667909536455,0.606543842219904,1.52260723880894
"ENSMUSG00000030413",93.9018872916167,-0.900120700613364,0.231744619326996,-3.88410614765246,0.00010270703299384,0.0111279926155979,0.900120700613364,-1.86622211082382
"ENSMUSG00000026389",14.05901233968,-1.38550487486876,0.358403174691244,-3.86577176963441,0.000110738459230613,0.0118769793950571,1.38550487486876,-2.61263371215507
"ENSMUSG00000047250",104.788428994715,-1.22510419141171,0.317232273292826,-3.86185232257521,0.000112530583512389,0.0119484973573454,1.22510419141171,-2.33772332136533
"ENSMUSG00000031779",28.6444265723074,0.933651939919685,0.242548838297964,3.84933585529163,0.000118438520526733,0.0124512892173549,0.933651939919685,1.91010499123287
"ENSMUSG00000062148",18.6148768637921,1.35106778095315,0.351627467088258,3.84232719969522,0.000121873215016264,0.0126867627161048,1.35106778095315,2.55100863247969
"ENSMUSG00000022788",22.6506168120318,-1.02061892046104,0.266431035360062,-3.83070583005374,0.000127776194700629,0.0131721129643814,1.02061892046104,-2.02878912948123
"ENSMUSG00000027111",229.474717005563,-0.942891566354506,0.24645674395002,-3.82578926931583,0.000130353765173692,0.0133086180635987,0.942891566354506,-1.92237736455044
"ENSMUSG00000006611",23.397284459452,-1.29756910684595,0.339960562737885,-3.81682244668595,0.000135181375830209,0.0136700557006205,1.29756910684595,-2.45814344531813
"ENSMUSG00000066363",30.4795699955228,1.60655405965907,0.421243378260026,3.81383813389553,0.000136825102205593,0.0137057446718773,1.60655405965907,3.04523604447919
"ENSMUSG00000021094",20.7441741275442,-0.721760834806304,0.190095964230917,-3.79682355554669,0.000146562029869235,0.0143990921926008,0.721760834806304,-1.64919367670551
"ENSMUSG00000043953",86.8117914372313,1.25628809258626,0.331062858258205,3.79471167256836,0.000147815129873186,0.0143990921926008,1.25628809258626,2.38880334801163
"ENSMUSG00000060063",273.724305418441,-0.738326603851095,0.194866947565607,-3.78887550236049,0.000151330723526222,0.0146075420218311,0.738326603851095,-1.66823970858116
"ENSMUSG00000079363",104.211269193592,1.3857090303449,0.366424969361653,3.78169924598464,0.000155761479083954,0.0148997782424633,1.3857090303449,2.61300345157029
"ENSMUSG00000021411",12.5279050346737,-0.96346367556294,0.25539483729199,-3.7724477353527,0.0001616538356256,0.0153253609524341,0.96346367556294,-1.94998587759094
"ENSMUSG00000045282",56.8682872618895,-1.3143328632085,0.350235760531114,-3.75270892160009,0.000174933934718437,0.0164375975118617,1.3143328632085,-2.48687305091546
"ENSMUSG00000028088",11.9095007278677,-1.30958203633795,0.349278742477052,-3.74938946198247,0.000177265609760452,0.016510581091548,1.30958203633795,-2.47869719165573
"ENSMUSG00000079071",23.5591080834122,1.77920185150191,0.475224651309528,3.74391742221103,0.000181173218584843,0.0167278020429031,1.77920185150191,3.43236231954188
"ENSMUSG00000028268",59.6416031435056,0.891413412213469,0.242774762937508,3.67177132181127,0.000240875170933315,0.0216746827539825,0.891413412213469,1.85499257506143
"ENSMUSG00000019850",362.489471174163,0.922284258683487,0.25185995954815,3.66189314227682,0.000250358291680966,0.0223386919417521,0.922284258683487,1.895113504513
"ENSMUSG00000044229",15.479058868699,-1.16862528429247,0.319413787106758,-3.65865636194934,0.000253541032815356,0.0224341557202788,1.16862528429247,-2.24797389841435
"ENSMUSG00000040249",752.682629651881,-0.975136967923587,0.266753919397687,-3.65556753627231,0.000256613638381739,0.0225183769614653,0.975136967923587,-1.96582782182147
"ENSMUSG00000000326",53.8771491510559,-0.769428082176088,0.212378263677051,-3.62291351692235,0.000291303239771929,0.0247444623991867,0.769428082176088,-1.70459390896019
"ENSMUSG00000041481",74.4848866809311,1.1956951252119,0.33081194841943,3.61442544903457,0.000301014414147283,0.0253664369001258,1.1956951252119,2.29055169832567
"ENSMUSG00000049502",175.602100866952,0.614301768613419,0.17020832909188,3.60911696795879,0.000307241062371533,0.0254866062520386,0.614301768613419,1.53081693741288
"ENSMUSG00000071203",32.1246888382001,-0.84666435984119,0.234554805579676,-3.60966537329625,0.000306592261110661,0.0254866062520386,0.84666435984119,-1.79833819578601
"ENSMUSG00000025278",270.999342399328,-0.979482849186858,0.272068001927469,-3.60013982624822,0.000318046103474764,0.0261783994317445,0.979482849186858,-1.97175848253551
"ENSMUSG00000038807",119.462765997816,-0.727292818409195,0.202370139666199,-3.59387417337771,0.000325797217424637,0.026516760506055,0.727292818409195,-1.65552961470422
"ENSMUSG00000059108",95.4037525787692,-0.696281440446566,0.193799449397161,-3.59279369787914,0.000327151594113129,0.026516760506055,0.696281440446566,-1.62032300848321
"ENSMUSG00000026170",10.1419901684345,-1.24061892193648,0.34571738159881,-3.58853499410152,0.000332541363115384,0.026614382175052,1.24061892193648,-2.36299884138551
"ENSMUSG00000005540",12.4071527317018,-1.92979315756536,0.538931861855829,-3.58077392366459,0.00034257798045237,0.0269443925662464,1.92979315756536,-3.81000570392362
"ENSMUSG00000030930",45.3661029384686,-0.594175036269351,0.166139046681406,-3.57637200969836,0.000348395771577795,0.0272004875192135,0.594175036269351,-1.50960911208934
"ENSMUSG00000035735",8.22382490973928,-1.49757198711612,0.419168076742955,-3.57272433233142,0.000353286610118263,0.0273810016513556,1.49757198711612,-2.8236709692992
"ENSMUSG00000045087",14.159883557683,-1.59350305937956,0.449682195666949,-3.54362052741748,0.000394672864651781,0.0303268097490386,1.59350305937956,-3.01781226353476
"ENSMUSG00000078942",32.098608783457,-0.952024323781855,0.268776636129144,-3.54206503025217,0.000397007586656279,0.0303268097490386,0.952024323781855,-1.93458527598485
"ENSMUSG00000032232",42.5432781428107,-1.30619297355296,0.369998932784623,-3.53026146243859,0.000415149180435576,0.0314860999847496,1.30619297355296,-2.47288127003031
"ENSMUSG00000070348",27.5979809730599,-1.36820555786015,0.387773906402457,-3.52835901351272,0.000418144623755486,0.0314883660640833,1.36820555786015,-2.58149277057008
"ENSMUSG00000056054",917.803050314911,-0.809444001941718,0.230270489721972,-3.51518773820752,0.000439443213024206,0.0326294268244127,0.809444001941718,-1.7525359053082
"ENSMUSG00000023915",37.5628029355075,-0.677873944900494,0.193205973487183,-3.50855583119672,0.000450546657527115,0.0332215584001591,0.677873944900494,-1.59978047016114
"ENSMUSG00000003031",105.100085060245,0.632462657104379,0.180376221751958,3.50635272743489,0.00045429275872382,0.0332239504943173,0.632462657104379,1.55020891788612
"ENSMUSG00000031880",12.4096120582633,0.933575492576808,0.26636553020101,3.50486600827177,0.000456837141850662,0.0332239504943173,0.933575492576808,1.91000377886413
"ENSMUSG00000025950",45.2841760845056,-1.07184452532523,0.306547810808991,-3.49650034197468,0.000471403889648514,0.0340501122468566,1.07184452532523,-2.1021192672334
"ENSMUSG00000028341",11.1436742729639,1.04631103490849,0.299573930123452,3.49266384587375,0.000478228111179765,0.0343096357061267,1.04631103490849,2.06524227468888
"ENSMUSG00000006014",442.717451080423,-1.26758448460285,0.363478191787968,-3.48737424484132,0.00048778826020985,0.0347606425966993,1.26758448460285,-2.40758124711417
"ENSMUSG00000025701",70.8490854487906,-0.808644366531801,0.232178540225903,-3.4828557615403,0.000496095575609843,0.0351169521455021,0.808644366531801,-1.75156480509062
"ENSMUSG00000037944",83.9476236091419,0.834911908559828,0.240053745793577,3.47802074822765,0.000505130823955112,0.035246156559507,0.834911908559828,1.78374811926005
"ENSMUSG00000069516",1472.58052241778,-0.8228868013497,0.236543790473638,-3.47879265696222,0.000503678131569776,0.035246156559507,0.8228868013497,-1.76894206814077
"ENSMUSG00000033720",16.6761390055578,-0.917642111230767,0.264413599702714,-3.47048000655976,0.000519529018995093,0.0358205137901941,0.917642111230767,-1.88902541410317
"ENSMUSG00000002578",5.71764262115078,1.34582648811912,0.389114221213373,3.45869262737929,0.000542803973084594,0.0367101438612243,1.34582648811912,2.54175766488625
